app_id,stanza,lemma,app_relevance,mean_variant_likelihood,variant_rdgs,reading_rdgs
app-Y1.21-11-13,Y1.21,hāuuane. aṣ̌āum. aṣ̌ahe. ratuuō. sāuuaŋhe. aṣ̌āum. aṣ̌ahe. ratuuō. rapiϑβina. aṣ̌āum. aṣ̌ahe. ratuuō. uzaiieirina. aṣ̌āum. aṣ̌ahe. ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum. aṣ̌ahe. ratuuō. ušahina. aṣ̌āum. aṣ̌ahe. ratuuō.,meaningful,0.7390246646116266,72,0
app-Y1.21-15-18,Y1.21,hāuuane. aṣ̌āum. aṣ̌ahe. ratuuō. sāuuaŋhe. aṣ̌āum. aṣ̌ahe. ratuuō. rapiϑβina. aṣ̌āum. aṣ̌ahe. ratuuō. uzaiieirina. aṣ̌āum. aṣ̌ahe. ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum. aṣ̌ahe. ratuuō. ušahina. aṣ̌āum. aṣ̌ahe. ratuuō.,meaningful,0.7390246646116266,72,0
app-Y1.21-20-20,Y1.21,hāuuane. aṣ̌āum. aṣ̌ahe. ratuuō. sāuuaŋhe. aṣ̌āum. aṣ̌ahe. ratuuō. rapiϑβina. aṣ̌āum. aṣ̌ahe. ratuuō. uzaiieirina. aṣ̌āum. aṣ̌ahe. ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum. aṣ̌ahe. ratuuō. ušahina. aṣ̌āum. aṣ̌ahe. ratuuō.,meaningful,0.7390246646116266,72,0
app-Y1.21-24-24,Y1.21,hāuuane. aṣ̌āum. aṣ̌ahe. ratuuō. sāuuaŋhe. aṣ̌āum. aṣ̌ahe. ratuuō. rapiϑβina. aṣ̌āum. aṣ̌ahe. ratuuō. uzaiieirina. aṣ̌āum. aṣ̌ahe. ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum. aṣ̌ahe. ratuuō. ušahina. aṣ̌āum. aṣ̌ahe. ratuuō.,meaningful,0.7390246646116266,72,0
app-Y1.22-8-8,Y1.22,yezi. ϑβā. diduuaēša. yezi. manaŋha. yezi. vacaŋha. yezi. š́iiaōϑna. yezi. zaōša. yezi. azaōša.,meaningful,0.7390246646116266,72,0
app-Y1.22-14-15,Y1.22,tē. aiŋ́he. fraca. stuiiē.,meaningful,0.7390246646116266,72,0
app-Y1.22-18-20,Y1.22,tē. vaēδaiiemi. yezi. tē. aiŋ́he. auuā.urūraōδa. yat̰. yasnaheca. vaɱaheca.,meaningful,0.7390246646116266,72,0
app-Y1.22-23-24,Y1.22,tē. vaēδaiiemi. yezi. tē. aiŋ́he. auuā.urūraōδa. yat̰. yasnaheca. vaɱaheca.,meaningful,0.7390246646116266,72,0
app-Y1.22-27-27,Y1.22,tē. vaēδaiiemi. yezi. tē. aiŋ́he. auuā.urūraōδa. yat̰. yasnaheca. vaɱaheca.,meaningful,0.7390246646116266,72,0
app-Y1.23-3-3,Y1.23,ratauuō. vīspe. mazišta. aṣ̌āum. aṣ̌ahe. ratauuō. yezi. vō. diduuaēša. yezi. manaŋha. yezi. vacaŋha. yezi. š́iiaōϑna. yezi. zaōša. yezi. azaōša. ā.,meaningful,0.7390246646116266,72,0
app-Y1.23-8-8,Y1.23,ratauuō. vīspe. mazišta. aṣ̌āum. aṣ̌ahe. ratauuō. yezi. vō. diduuaēša. yezi. manaŋha. yezi. vacaŋha. yezi. š́iiaōϑna. yezi. zaōša. yezi. azaōša. ā.,meaningful,0.7358346111597586,72,1
app-Y1.23-14-14,Y1.23,ratauuō. vīspe. mazišta. aṣ̌āum. aṣ̌ahe. ratauuō. yezi. vō. diduuaēša. yezi. manaŋha. yezi. vacaŋha. yezi. š́iiaōϑna. yezi. zaōša. yezi. azaōša. ā.,meaningful,0.7390246646116266,72,0
app-Y1.23-21-21,Y1.23,aiŋ́he. fraca. stuiiē.,meaningful,0.7390246646116266,72,0
app-Y1.23-25-25,Y1.23,vō. vaēδaiiemi. yezi.,meaningful,0.7390246646116266,72,0
app-Y1.23-29-30,Y1.23,aiŋ́he. auuā.urūraōδa. yat̰. yasnaheca. vaɱaheca.,meaningful,0.7390246646116266,72,0
app-Y1.23-33-33,Y1.23,aiŋ́he. auuā.urūraōδa. yat̰. yasnaheca. vaɱaheca.,meaningful,0.7390246646116266,72,0
app-Y1.3-2-2,Y1.3,asńiiaēibiiō.,meaningful,0.7390246646116266,72,0
app-Y1.3-16-16,Y1.3,ńiuuaēδaiiemi.,meaningful,0.7390246646116266,72,0
app-Y1.3-19-20,Y1.3,vouru.gaōiiaōtōiš.,meaningful,0.7390246646116266,72,0
app-Y1.4-3-3,Y1.4,rapiϑβināi.,meaningful,0.7390246646116266,72,0
app-Y1.4-9-9,Y1.4,frādat̰.fšauue.,meaningful,0.7390246646116266,72,0
app-Y1.4-18-18,Y1.4,āϑrasca.,meaningful,0.7390246646116266,72,0
app-Y1.5-2-2,Y1.5,uzaiieirināi.,meaningful,0.7390246646116266,72,0
app-Y1.5-18-18,Y1.5,apąm.,meaningful,0.7390246646116266,72,0
app-Y1.6-5-5,Y1.6,aṣ̌ahe. raϑβe.,meaningful,0.7388521823815758,73,0
